ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Event,Medal
30249,Gaily Dube,F,22.0,163.0,57.0,Zimbabwe,ZIM,1992 Summer,1992,Barcelona,Athletics Women's 100 metres,0
30249,Gaily Dube,F,22.0,163.0,57.0,Zimbabwe,ZIM,1992 Summer,1992,Barcelona,Athletics Women's 200 metres,0
30250,Glody Dube,M,22.0,175.0,62.0,Botswana,BOT,2000 Summer,2000,Sydney,Athletics Men's 800 metres,0
30250,Glody Dube,M,22.0,175.0,62.0,Botswana,BOT,2000 Summer,2000,Sydney,Athletics Men's 4 x 400 metres Relay,0
30250,Glody Dube,M,26.0,175.0,62.0,Botswana,BOT,2004 Summer,2004,Athina,Athletics Men's 800 metres,0
30256,Winneth Dube,F,32.0,168.0,58.0,Zimbabwe,ZIM,2004 Summer,2004,Athina,Athletics Women's 100 metres,0
30265,Julia Dubina,F,20.0,167.0,52.0,Georgia,GEO,2004 Summer,2004,Athina,Athletics Women's Triple Jump,0
30268,Alyona Viktorovna Dubitskaya (Grishko-),F,26.0,180.0,76.0,Belarus,BLR,2016 Summer,2016,Rio de Janeiro,Athletics Women's Shot Put,0
30273,Romana Dubnov (Block-),F,29.0,178.0,58.0,Czech Republic,CZE,2008 Summer,2008,Beijing,Athletics Women's High Jump,0
30277,Didier Dubois,M,23.0,178.0,68.0,France,FRA,1980 Summer,1980,Moskva,Athletics Men's 400 metres,0
30277,Didier Dubois,M,23.0,178.0,68.0,France,FRA,1980 Summer,1980,Moskva,Athletics Men's 4 x 400 metres Relay,0
30277,Didier Dubois,M,27.0,178.0,68.0,France,FRA,1984 Summer,1984,Los Angeles,Athletics Men's 4 x 400 metres Relay,0
30306,Olga Aleksandrovna Dubovskaya,F,28.0,170.0,52.0,Belarus,BLR,2012 Summer,2012,London,Athletics Women's Marathon,0
30313,Vladimir Vladimirovich Dubrovshchik,M,24.0,191.0,115.0,Belarus,BLR,1996 Summer,1996,Atlanta,Athletics Men's Discus Throw,Silver
30313,Vladimir Vladimirovich Dubrovshchik,M,28.0,191.0,115.0,Belarus,BLR,2000 Summer,2000,Sydney,Athletics Men's Discus Throw,0
30320,ric Dubus,M,30.0,186.0,72.0,France,FRA,1996 Summer,1996,Atlanta,"Athletics Men's 1,500 metres",0
30322,Odette Ducas (Delcellier-),F,31.0,173.0,63.0,France,FRA,1972 Summer,1972,Munich,Athletics Women's Long Jump,0
30322,Odette Ducas (Delcellier-),F,31.0,173.0,63.0,France,FRA,1972 Summer,1972,Munich,Athletics Women's Pentathlon,0
30327,Raffaello Fabio Ducceschi,M,22.0,183.0,63.0,Italy,ITA,1984 Summer,1984,Los Angeles,Athletics Men's 50 kilometres Walk,0
30327,Raffaello Fabio Ducceschi,M,26.0,183.0,63.0,Italy,ITA,1988 Summer,1988,Seoul,Athletics Men's 50 kilometres Walk,0
30336,Krista DuChene,F,39.0,167.0,54.0,Canada,CAN,2016 Summer,2016,Rio de Janeiro,Athletics Women's Marathon,0
30354,Nicole Duclos (Salavert-),F,25.0,167.0,55.0,France,FRA,1972 Summer,1972,Munich,Athletics Women's 400 metres,0
30354,Nicole Duclos (Salavert-),F,25.0,167.0,55.0,France,FRA,1972 Summer,1972,Munich,Athletics Women's 4 x 400 metres Relay,0
30357,Natalia Duc Soler,F,19.0,177.0,100.0,Chile,CHI,2008 Summer,2008,Beijing,Athletics Women's Shot Put,0
30357,Natalia Duc Soler,F,23.0,177.0,100.0,Chile,CHI,2012 Summer,2012,London,Athletics Women's Shot Put,0
30357,Natalia Duc Soler,F,27.0,177.0,100.0,Chile,CHI,2016 Summer,2016,Rio de Janeiro,Athletics Women's Shot Put,0
30369,"Mauro Vinicius Hilario Loureno ""Duda"" da Silva",M,21.0,183.0,69.0,Brazil,BRA,2008 Summer,2008,Beijing,Athletics Men's Long Jump,0
30369,"Mauro Vinicius Hilario Loureno ""Duda"" da Silva",M,25.0,183.0,69.0,Brazil,BRA,2012 Summer,2012,London,Athletics Men's Long Jump,0
30371,Bogusaw Marek Duda,M,23.0,178.0,73.0,Poland,POL,1976 Summer,1976,Montreal,Athletics Men's 20 kilometres Walk,0
30373,"liane Dudal (-Loneux, -Cerf)",F,26.0,165.0,53.0,France,FRA,1952 Summer,1952,Helsinki,Athletics Women's Long Jump,0
30376,Gyula Csaba Duds,M,34.0,170.0,65.0,Hungary,HUN,2000 Summer,2000,Sydney,Athletics Men's 20 kilometres Walk,0
30376,Gyula Csaba Duds,M,34.0,170.0,65.0,Hungary,HUN,2000 Summer,2000,Sydney,Athletics Men's 50 kilometres Walk,0
30376,Gyula Csaba Duds,M,37.0,170.0,65.0,Hungary,HUN,2004 Summer,2004,Athina,Athletics Men's 20 kilometres Walk,0
30379,Mihail Duda,M,22.0,184.0,85.0,Serbia,SRB,2012 Summer,2012,London,Athletics Men's Decathlon,0
30379,Mihail Duda,M,26.0,184.0,85.0,Serbia,SRB,2016 Summer,2016,Rio de Janeiro,Athletics Men's Decathlon,0
30389,Sinead Marie Dudgeon,F,24.0,172.0,56.0,Great Britain,GBR,2000 Summer,2000,Sydney,Athletics Women's 400 metres Hurdles,0
30393,Nikolay Afanasyevich Dudkin,M,21.0,178.0,78.0,Soviet Union,URS,1968 Summer,1968,Mexico City,Athletics Men's Triple Jump,0
30402,Marian Andrzej Dudziak,M,23.0,181.0,81.0,Poland,POL,1964 Summer,1964,Tokyo,Athletics Men's 100 metres,0
30402,Marian Andrzej Dudziak,M,23.0,181.0,81.0,Poland,POL,1964 Summer,1964,Tokyo,Athletics Men's 4 x 100 metres Relay,Silver
30402,Marian Andrzej Dudziak,M,27.0,181.0,81.0,Poland,POL,1968 Summer,1968,Mexico City,Athletics Men's 100 metres,0
30402,Marian Andrzej Dudziak,M,27.0,181.0,81.0,Poland,POL,1968 Summer,1968,Mexico City,Athletics Men's 4 x 100 metres Relay,0
30413,Nils Duerinck,M,28.0,183.0,75.0,Belgium,BEL,2012 Summer,2012,London,Athletics Men's 4 x 400 metres Relay,0
30432,Arthur Francis Duffey,M,20.0,170.0,62.0,United States,USA,1900 Summer,1900,Paris,Athletics Men's 100 metres,0
30461,Jean-Pierre Dufresne,M,23.0,177.0,66.0,France,FRA,1968 Summer,1968,Mexico City,Athletics Men's 800 metres,0
30461,Jean-Pierre Dufresne,M,27.0,177.0,66.0,France,FRA,1972 Summer,1972,Munich,"Athletics Men's 1,500 metres",0
30476,"Patricia ""Pat"" Duggan (-Castaldi, -de Glas)",F,22.0,168.0,68.0,Australia,AUS,1960 Summer,1960,Roma,Athletics Women's 100 metres,0
30476,"Patricia ""Pat"" Duggan (-Castaldi, -de Glas)",F,22.0,168.0,68.0,Australia,AUS,1960 Summer,1960,Roma,Athletics Women's 200 metres,0
30476,"Patricia ""Pat"" Duggan (-Castaldi, -de Glas)",F,22.0,168.0,68.0,Australia,AUS,1960 Summer,1960,Roma,Athletics Women's 4 x 100 metres Relay,0
30489,"Gregory ""Greg"" Duhaime",M,30.0,180.0,64.0,Canada,CAN,1984 Summer,1984,Los Angeles,"Athletics Men's 3,000 metres Steeplechase",0
30493,Dahlia Duhaney,F,22.0,168.0,54.0,Jamaica,JAM,1992 Summer,1992,Barcelona,Athletics Women's 100 metres,0
30493,Dahlia Duhaney,F,22.0,168.0,54.0,Jamaica,JAM,1992 Summer,1992,Barcelona,Athletics Women's 4 x 100 metres Relay,0
30495,Ihor Oleksiyovych Duhinets,M,24.0,196.0,100.0,Soviet Union,URS,1980 Summer,1980,Moskva,Athletics Men's Discus Throw,0
30496,"Francis Johann Wilhelm ""Franz"" Duhne",M,19.0,168.0,87.0,Germany,GER,1900 Summer,1900,Paris,"Athletics Men's 2,500 metres Steeplechase",0
30496,"Francis Johann Wilhelm ""Franz"" Duhne",M,19.0,168.0,87.0,Germany,GER,1900 Summer,1900,Paris,"Athletics Men's 4,000 metres Steeplechase",0
30497,Clment Duhour,M,20.0,185.0,97.0,France,FRA,1932 Summer,1932,Los Angeles,Athletics Men's Shot Put,0
30497,Clment Duhour,M,20.0,185.0,97.0,France,FRA,1932 Summer,1932,Los Angeles,Athletics Men's Discus Throw,0
30498,douard Duhour,M,23.0,184.0,99.0,France,FRA,1928 Summer,1928,Amsterdam,Athletics Men's Shot Put,0
30517,Gordon Bennett Dukes,M,23.0,178.0,70.0,United States,USA,1912 Summer,1912,Stockholm,Athletics Men's Pole Vault,0
30519,"Nataliya Stanislavovna ""Natasha"" Dukhnova",F,30.0,174.0,60.0,Belarus,BLR,1996 Summer,1996,Atlanta,Athletics Women's 800 metres,0
30519,"Nataliya Stanislavovna ""Natasha"" Dukhnova",F,30.0,174.0,60.0,Belarus,BLR,1996 Summer,1996,Atlanta,"Athletics Women's 1,500 metres",0
30519,"Nataliya Stanislavovna ""Natasha"" Dukhnova",F,34.0,174.0,60.0,Belarus,BLR,2000 Summer,2000,Sydney,Athletics Women's 800 metres,0
30524,"Albin ""Al"" Dukowski",M,22.0,178.0,65.0,Canada,CAN,1976 Summer,1976,Montreal,Athletics Men's 4 x 100 metres Relay,0
30525,Jolanta Dukure,F,20.0,167.0,54.0,Latvia,LAT,2000 Summer,2000,Sydney,Athletics Women's 20 kilometres Walk,0
30525,Jolanta Dukure,F,28.0,167.0,54.0,Latvia,LAT,2008 Summer,2008,Beijing,Athletics Women's 20 kilometres Walk,0
30528,Lishan Dula Gemgchu,F,25.0,164.0,44.0,Bahrain,BRN,2012 Summer,2012,London,Athletics Women's Marathon,0
30530,Dulamyn Amarsanaa,M,20.0,177.0,62.0,Mongolia,MGL,1964 Summer,1964,Tokyo,Athletics Men's 800 metres,0
30535,Ware Kutre Dulecha,F,17.0,162.0,50.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,Athletics Women's 800 metres,0
30535,Ware Kutre Dulecha,F,17.0,162.0,50.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,"Athletics Women's 1,500 metres",0
30535,Ware Kutre Dulecha,F,22.0,162.0,50.0,Ethiopia,ETH,2000 Summer,2000,Sydney,"Athletics Women's 1,500 metres",0
30535,Ware Kutre Dulecha,F,25.0,162.0,50.0,Ethiopia,ETH,2004 Summer,2004,Athina,"Athletics Women's 1,500 metres",0
30538,Mirela Dulgheru (-Renda),F,25.0,175.0,64.0,Romania,ROU,1992 Summer,1992,Barcelona,Athletics Women's Long Jump,0
30541,Gayle Albert Dull,M,24.0,172.0,69.0,United States,USA,1908 Summer,1908,London,"Athletics Men's 3,200 metres Steeplechase",0
30541,Gayle Albert Dull,M,24.0,172.0,69.0,United States,USA,1908 Summer,1908,London,"Athletics Men's 3 mile, Team",Silver
30551,"Charles Everett ""Charlie"" Dumas",M,19.0,185.0,81.0,United States,USA,1956 Summer,1956,Melbourne,Athletics Men's High Jump,Gold
30551,"Charles Everett ""Charlie"" Dumas",M,23.0,185.0,81.0,United States,USA,1960 Summer,1960,Roma,Athletics Men's High Jump,0
30554,Nino Dumbadze (-Diachk'ovi),F,33.0,178.0,82.0,Soviet Union,URS,1952 Summer,1952,Helsinki,Athletics Women's Discus Throw,Bronze
30559,Yury Eduardovich Dumchev,M,21.0,200.0,128.0,Soviet Union,URS,1980 Summer,1980,Moskva,Athletics Men's Discus Throw,0
30559,Yury Eduardovich Dumchev,M,30.0,200.0,128.0,Soviet Union,URS,1988 Summer,1988,Seoul,Athletics Men's Discus Throw,0
30623,"James Henry ""Jim"" Duncan",M,24.0,178.0,86.0,United States,USA,1912 Summer,1912,Stockholm,Athletics Men's Discus Throw,Bronze
30623,"James Henry ""Jim"" Duncan",M,24.0,178.0,86.0,United States,USA,1912 Summer,1912,Stockholm,"Athletics Men's Discus Throw, Both Hands",0
30629,Richard Duncan,M,22.0,190.0,80.0,Canada,CAN,1996 Summer,1996,Atlanta,Athletics Men's Long Jump,0
30629,Richard Duncan,M,26.0,190.0,80.0,Canada,CAN,2000 Summer,2000,Sydney,Athletics Men's Long Jump,0
30636,"John Vinzenz Andrew de Villiers ""Vincent"" Duncker",M,21.0,184.0,77.0,Germany,GER,1906 Summer,1906,Athina,Athletics Men's 100 metres,0
30636,"John Vinzenz Andrew de Villiers ""Vincent"" Duncker",M,21.0,184.0,77.0,Germany,GER,1906 Summer,1906,Athina,Athletics Men's 400 metres,0
30636,"John Vinzenz Andrew de Villiers ""Vincent"" Duncker",M,21.0,184.0,77.0,Germany,GER,1906 Summer,1906,Athina,Athletics Men's 800 metres,0
30636,"John Vinzenz Andrew de Villiers ""Vincent"" Duncker",M,21.0,184.0,77.0,Germany,GER,1906 Summer,1906,Athina,Athletics Men's 110 metres Hurdles,Bronze
30641,Magorzata Dunecka (Gajewska-),F,23.0,176.0,67.0,Poland,POL,1980 Summer,1980,Moskva,Athletics Women's 400 metres,0
30641,Magorzata Dunecka (Gajewska-),F,23.0,176.0,67.0,Poland,POL,1980 Summer,1980,Moskva,Athletics Women's 4 x 400 metres Relay,0
30642,"Leszek Ryszard ""Lech"" Dunecki",M,23.0,180.0,73.0,Poland,POL,1980 Summer,1980,Moskva,Athletics Men's 100 metres,0
30642,"Leszek Ryszard ""Lech"" Dunecki",M,23.0,180.0,73.0,Poland,POL,1980 Summer,1980,Moskva,Athletics Men's 200 metres,0
30642,"Leszek Ryszard ""Lech"" Dunecki",M,23.0,180.0,73.0,Poland,POL,1980 Summer,1980,Moskva,Athletics Men's 4 x 100 metres Relay,Silver
30644,Evan Dunfee,M,25.0,182.0,70.0,Canada,CAN,2016 Summer,2016,Rio de Janeiro,Athletics Men's 20 kilometres Walk,0
30644,Evan Dunfee,M,25.0,182.0,70.0,Canada,CAN,2016 Summer,2016,Rio de Janeiro,Athletics Men's 50 kilometres Walk,0
30655,Uwe Dnkel,M,19.0,180.0,66.0,East Germany,GDR,1980 Summer,1980,Moskva,Athletics Men's 50 kilometres Walk,0
30661,Fitzroy Junior Dunkley,M,23.0,195.0,79.0,Jamaica,JAM,2016 Summer,2016,Rio de Janeiro,Athletics Men's 400 metres,0
30661,Fitzroy Junior Dunkley,M,23.0,195.0,79.0,Jamaica,JAM,2016 Summer,2016,Rio de Janeiro,Athletics Men's 4 x 400 metres Relay,Silver
30675,"Christopher Williams ""Chris"" Dunn",M,21.0,196.0,86.0,United States,USA,1972 Summer,1972,Munich,Athletics Men's High Jump,0
30678,Gordon Glover Dunn,M,24.0,193.0,110.0,United States,USA,1936 Summer,1936,Berlin,Athletics Men's Discus Throw,Silver
30683,Lorraine Fay Dunn (-Davis),F,17.0,164.0,58.0,Panama,PAN,1960 Summer,1960,Roma,Athletics Women's 4 x 100 metres Relay,0
30683,Lorraine Fay Dunn (-Davis),F,22.0,164.0,58.0,Panama,PAN,1964 Summer,1964,Tokyo,Athletics Women's 80 metres Hurdles,0
30683,Lorraine Fay Dunn (-Davis),F,22.0,164.0,58.0,Panama,PAN,1964 Summer,1964,Tokyo,Athletics Women's 4 x 100 metres Relay,0
30688,Paula Dunn (-Thomas),F,23.0,157.0,46.0,Great Britain,GBR,1988 Summer,1988,Seoul,Athletics Women's 100 metres,0
30688,Paula Dunn (-Thomas),F,23.0,157.0,46.0,Great Britain,GBR,1988 Summer,1988,Seoul,Athletics Women's 200 metres,0
30688,Paula Dunn (-Thomas),F,23.0,157.0,46.0,Great Britain,GBR,1988 Summer,1988,Seoul,Athletics Women's 4 x 100 metres Relay,0
30689,Philip Martin Dunn,M,29.0,175.0,58.0,United States,USA,2000 Summer,2000,Sydney,Athletics Men's 50 kilometres Walk,0
30689,Philip Martin Dunn,M,33.0,175.0,58.0,United States,USA,2004 Summer,2004,Athina,Athletics Men's 50 kilometres Walk,0
30689,Philip Martin Dunn,M,37.0,175.0,58.0,United States,USA,2008 Summer,2008,Beijing,Athletics Men's 50 kilometres Walk,0
30704,Robert Jerome Dunne,M,20.0,185.0,86.0,United States,USA,1920 Summer,1920,Antwerpen,Athletics Men's Pentathlon,0
30705,"William ""Willie"" Dunne",M,26.0,173.0,65.0,Ireland,IRL,1960 Summer,1960,Roma,Athletics Men's Marathon,0
30717,Duo Bujie,M,22.0,175.0,55.0,China,CHN,2016 Summer,2016,Rio de Janeiro,Athletics Men's Marathon,0
30721,Dng Th Vit Anh,F,21.0,160.0,55.0,Vietnam,VIE,2012 Summer,2012,London,Athletics Women's High Jump,0
30723,Dng c Thy,M,19.0,164.0,56.0,Vietnam,VIE,1980 Summer,1980,Moskva,Athletics Men's Triple Jump,0
30730,Aaron Dupnai,M,20.0,162.0,54.0,Papua New Guinea,PNG,1988 Summer,1988,Seoul,"Athletics Men's 10,000 metres",0
30730,Aaron Dupnai,M,20.0,162.0,54.0,Papua New Guinea,PNG,1988 Summer,1988,Seoul,Athletics Men's Marathon,0
30742,Philippe Dupont,M,22.0,180.0,64.0,France,FRA,1980 Summer,1980,Moskva,Athletics Men's 800 metres,0
30742,Philippe Dupont,M,26.0,180.0,64.0,France,FRA,1984 Summer,1984,Los Angeles,Athletics Men's 800 metres,0
30747,"Julia Esther ""Daysi"" Duporty Torres",F,21.0,171.0,63.0,Cuba,CUB,1992 Summer,1992,Barcelona,Athletics Women's 4 x 400 metres Relay,0
30747,"Julia Esther ""Daysi"" Duporty Torres",F,25.0,171.0,63.0,Cuba,CUB,1996 Summer,1996,Atlanta,Athletics Women's 4 x 400 metres Relay,0
30747,"Julia Esther ""Daysi"" Duporty Torres",F,29.0,171.0,63.0,Cuba,CUB,2000 Summer,2000,Sydney,Athletics Women's 4 x 400 metres Relay,0
30752,Gilles Dupray,M,26.0,186.0,115.0,France,FRA,1996 Summer,1996,Atlanta,Athletics Men's Hammer Throw,0
30752,Gilles Dupray,M,30.0,186.0,115.0,France,FRA,2000 Summer,2000,Sydney,Athletics Men's Hammer Throw,0
30756,"Rayfield Dupree, Jr.",M,23.0,185.0,77.0,United States,USA,1976 Summer,1976,Montreal,Athletics Men's Triple Jump,0
30758,Donalda Duprey (-Abadie),F,25.0,168.0,56.0,Canada,CAN,1992 Summer,1992,Barcelona,Athletics Women's 400 metres Hurdles,0
30767,Maryvonne Dupureur (Samson-),F,23.0,167.0,58.0,France,FRA,1960 Summer,1960,Roma,Athletics Women's 800 metres,0
30767,Maryvonne Dupureur (Samson-),F,27.0,167.0,58.0,France,FRA,1964 Summer,1964,Tokyo,Athletics Women's 800 metres,Silver
30767,Maryvonne Dupureur (Samson-),F,31.0,167.0,58.0,France,FRA,1968 Summer,1968,Mexico City,Athletics Women's 800 metres,0
30802,Yordanys Duraona Garca,M,28.0,185.0,83.0,Dominica,DMA,2016 Summer,2016,Rio de Janeiro,Athletics Men's Triple Jump,0
30803,Adrian Kent Russell Durant,M,19.0,173.0,68.0,United States Virgin Islands,ISV,2004 Summer,2004,Athina,Athletics Men's 100 metres,0
30806,Joanne Elizabeth Durant (-Littleton),F,25.0,170.0,71.0,Barbados,BAR,2000 Summer,2000,Sydney,Athletics Women's 100 metres,0
30806,Joanne Elizabeth Durant (-Littleton),F,25.0,170.0,71.0,Barbados,BAR,2000 Summer,2000,Sydney,Athletics Women's 200 metres,0
30829,Marcel Duriez,M,20.0,189.0,85.0,France,FRA,1960 Summer,1960,Roma,Athletics Men's 110 metres Hurdles,0
30829,Marcel Duriez,M,24.0,189.0,85.0,France,FRA,1964 Summer,1964,Tokyo,Athletics Men's 110 metres Hurdles,0
30829,Marcel Duriez,M,28.0,189.0,85.0,France,FRA,1968 Summer,1968,Mexico City,Athletics Men's 110 metres Hurdles,0
30838,"Michael Kelvin ""Mike"" Durkin",M,23.0,178.0,66.0,United States,USA,1976 Summer,1976,Montreal,"Athletics Men's 1,500 metres",0
30847,Marie-Pierre Duros (-Toudret),F,21.0,160.0,45.0,France,FRA,1988 Summer,1988,Seoul,"Athletics Women's 3,000 metres",0
30847,Marie-Pierre Duros (-Toudret),F,25.0,160.0,45.0,France,FRA,1992 Summer,1992,Barcelona,"Athletics Women's 1,500 metres",0
30847,Marie-Pierre Duros (-Toudret),F,25.0,160.0,45.0,France,FRA,1992 Summer,1992,Barcelona,"Athletics Women's 3,000 metres",0
30872,Telesphore Dusabe,M,23.0,161.0,54.0,Rwanda,RWA,1988 Summer,1988,Seoul,Athletics Men's Marathon,0
30873,Nadiya Dusanova,F,20.0,174.0,56.0,Uzbekistan,UZB,2008 Summer,2008,Beijing,Athletics Women's High Jump,0
30873,Nadiya Dusanova,F,24.0,174.0,56.0,Uzbekistan,UZB,2012 Summer,2012,London,Athletics Women's High Jump,0
30873,Nadiya Dusanova,F,28.0,174.0,56.0,Uzbekistan,UZB,2016 Summer,2016,Rio de Janeiro,Athletics Women's High Jump,0
30885,Liliya Dusmetova,F,23.0,179.0,68.0,Uzbekistan,UZB,2004 Summer,2004,Athina,Athletics Women's Javelin Throw,0
30894,Stuart Dutamby,M,22.0,176.0,74.0,France,FRA,2016 Summer,2016,Rio de Janeiro,Athletics Men's 4 x 100 metres Relay,0
30902,Pamela Dutkiewicz,F,24.0,170.0,61.0,Germany,GER,2016 Summer,2016,Rio de Janeiro,Athletics Women's 100 metres Hurdles,0
30904,Nikolay Dutov,M,25.0,175.0,69.0,Soviet Union,URS,1964 Summer,1964,Tokyo,"Athletics Men's 5,000 metres",0
30904,Nikolay Dutov,M,25.0,175.0,69.0,Soviet Union,URS,1964 Summer,1964,Tokyo,"Athletics Men's 10,000 metres",0
30920,Werner Duttweiler,M,24.0,182.0,82.0,Switzerland,SUI,1964 Summer,1964,Tokyo,Athletics Men's Pole Vault,0
30920,Werner Duttweiler,M,24.0,182.0,82.0,Switzerland,SUI,1964 Summer,1964,Tokyo,Athletics Men's Decathlon,0
30920,Werner Duttweiler,M,28.0,182.0,82.0,Switzerland,SUI,1968 Summer,1968,Mexico City,Athletics Men's Decathlon,0
30930,Spencer Gavin Duval,M,26.0,178.0,63.0,Great Britain,GBR,1996 Summer,1996,Atlanta,"Athletics Men's 3,000 metres Steeplechase",0
30931,Thibaut Duval,M,21.0,185.0,76.0,Belgium,BEL,2000 Summer,2000,Sydney,Athletics Men's Pole Vault,0
30935,Jorge Duvane,M,18.0,162.0,65.0,Mozambique,MOZ,2000 Summer,2000,Sydney,Athletics Men's 800 metres,0
30949,Martine Duvivier (-Jacquemin),F,19.0,171.0,56.0,France,FRA,1972 Summer,1972,Munich,Athletics Women's 800 metres,0
30949,Martine Duvivier (-Jacquemin),F,19.0,171.0,56.0,France,FRA,1972 Summer,1972,Munich,Athletics Women's 4 x 400 metres Relay,0
30960,Islam ugum,M,36.0,177.0,66.0,Bosnia and Herzegovina,BIH,1996 Summer,1996,Atlanta,Athletics Men's Marathon,0
30966,Boidar urakovi,M,27.0,184.0,60.0,Yugoslavia,YUG,1952 Summer,1952,Helsinki,"Athletics Men's 3,000 metres Steeplechase",0
30979,Zoran urevi,M,32.0,183.0,74.0,Serbia and Montenegro,SCG,2000 Summer,2000,Sydney,Athletics Men's Triple Jump,0
31001,Tom Dvok,M,24.0,186.0,90.0,Czech Republic,CZE,1996 Summer,1996,Atlanta,Athletics Men's 110 metres Hurdles,0
31001,Tom Dvok,M,24.0,186.0,90.0,Czech Republic,CZE,1996 Summer,1996,Atlanta,Athletics Men's Decathlon,Bronze
31001,Tom Dvok,M,28.0,186.0,90.0,Czech Republic,CZE,2000 Summer,2000,Sydney,Athletics Men's Decathlon,0
31001,Tom Dvok,M,32.0,186.0,90.0,Czech Republic,CZE,2004 Summer,2004,Athina,Athletics Men's Decathlon,0
31013,Dolores Ann Dwyer (-Duffy),F,17.0,162.0,49.0,United States,USA,1952 Summer,1952,Helsinki,Athletics Women's 200 metres,0
31019,"Patrick ""Pat"" Dwyer",M,22.0,186.0,81.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics Men's 400 metres,0
31019,"Patrick ""Pat"" Dwyer",M,22.0,186.0,81.0,Australia,AUS,2000 Summer,2000,Sydney,Athletics Men's 4 x 400 metres Relay,0
31019,"Patrick ""Pat"" Dwyer",M,26.0,186.0,81.0,Australia,AUS,2004 Summer,2004,Athina,Athletics Men's 4 x 400 metres Relay,Silver
31020,Overill Dwyer-Brown,F,23.0,171.0,59.0,Jamaica,JAM,1984 Summer,1984,Los Angeles,Athletics Women's 400 metres Hurdles,0
31028,Mohamed Hassan Chabanga Dyamwale,M,23.0,177.0,61.0,Tanzania,TAN,1964 Summer,1964,Tokyo,Athletics Men's 800 metres,0
31031,Artyom Andreyevich Dyatlov,M,23.0,183.0,73.0,Uzbekistan,UZB,2012 Summer,2012,London,Athletics Men's 400 metres Hurdles,0
31040,Byron Alphonso Dyce,M,20.0,178.0,67.0,Jamaica,JAM,1968 Summer,1968,Mexico City,Athletics Men's 800 metres,0
31040,Byron Alphonso Dyce,M,20.0,178.0,67.0,Jamaica,JAM,1968 Summer,1968,Mexico City,"Athletics Men's 1,500 metres",0
31040,Byron Alphonso Dyce,M,24.0,178.0,67.0,Jamaica,JAM,1972 Summer,1972,Munich,Athletics Men's 800 metres,0
31040,Byron Alphonso Dyce,M,24.0,178.0,67.0,Jamaica,JAM,1972 Summer,1972,Munich,"Athletics Men's 1,500 metres",0
31046,Leighton William Charles Dye,M,26.0,193.0,82.0,United States,USA,1928 Summer,1928,Amsterdam,Athletics Men's 110 metres Hurdles,0
31049,"Hector Monroe ""Hec"" Dyer",M,22.0,188.0,75.0,United States,USA,1932 Summer,1932,Los Angeles,Athletics Men's 4 x 100 metres Relay,Gold
31051,"Julia Marie ""Judy"" Dyer",F,20.0,163.0,57.0,United States,USA,1968 Summer,1968,Mexico City,Athletics Women's 80 metres Hurdles,0
31054,Agnieszka Dygacz,F,27.0,160.0,47.0,Poland,POL,2012 Summer,2012,London,Athletics Women's 20 kilometres Walk,0
31054,Agnieszka Dygacz,F,31.0,160.0,47.0,Poland,POL,2016 Summer,2016,Rio de Janeiro,Athletics Women's 20 kilometres Walk,0
31064,Maksim Sergeyevich Dyldin,M,21.0,175.0,68.0,Russia,RUS,2008 Summer,2008,Beijing,Athletics Men's 400 metres,0
31064,Maksim Sergeyevich Dyldin,M,21.0,175.0,68.0,Russia,RUS,2008 Summer,2008,Beijing,Athletics Men's 4 x 400 metres Relay,0
31064,Maksim Sergeyevich Dyldin,M,25.0,175.0,68.0,Russia,RUS,2012 Summer,2012,London,Athletics Men's 400 metres,0
31064,Maksim Sergeyevich Dyldin,M,25.0,175.0,68.0,Russia,RUS,2012 Summer,2012,London,Athletics Men's 4 x 400 metres Relay,0
31068,Serhiy Dymchenko,M,33.0,203.0,80.0,Ukraine,UKR,2000 Summer,2000,Sydney,Athletics Men's High Jump,0
31073,Sergey Dyomin,M,20.0,183.0,77.0,Soviet Union,URS,1964 Summer,1964,Tokyo,Athletics Men's Pole Vault,0
31080,"Victor J. ""Vic"" Dyrgall",M,34.0,172.0,63.0,United States,USA,1952 Summer,1952,Helsinki,Athletics Men's Marathon,0
31085,Juan Carlos Pablo Dyrzka,M,23.0,180.0,77.0,Argentina,ARG,1964 Summer,1964,Tokyo,Athletics Men's 400 metres,0
31085,Juan Carlos Pablo Dyrzka,M,23.0,180.0,77.0,Argentina,ARG,1964 Summer,1964,Tokyo,Athletics Men's 110 metres Hurdles,0
31085,Juan Carlos Pablo Dyrzka,M,23.0,180.0,77.0,Argentina,ARG,1964 Summer,1964,Tokyo,Athletics Men's 400 metres Hurdles,0
31085,Juan Carlos Pablo Dyrzka,M,27.0,180.0,77.0,Argentina,ARG,1968 Summer,1968,Mexico City,Athletics Men's 400 metres,0
31085,Juan Carlos Pablo Dyrzka,M,27.0,180.0,77.0,Argentina,ARG,1968 Summer,1968,Mexico City,Athletics Men's 400 metres Hurdles,0
31090,Emanuil Atanasov Dyulgerov,M,25.0,178.0,95.0,Bulgaria,BUL,1980 Summer,1980,Moskva,Athletics Men's Hammer Throw,0
